"StateAbbr","TractFIPS","TotalPop18plus","BINGE_CrudePrev","CSMOKING_CrudePrev","LPA_CrudePrev","BPHIGH_CrudePrev","HIGHCHOL_CrudePrev","DIABETES_CrudePrev","OBESITY_CrudePrev","STROKE_CrudePrev"
"CT","09160290100","2,964","16.1","8.5","19.0","30.3","40.0","8.6","25.9","2.9"
"CT","09160293100","1,160","15.7","10.7","22.0","32.8","41.4","9.8","27.7","3.4"
"CT","09160296100","2,607","15.2","8.4","19.4","31.9","41.5","9.2","26.0","3.1"
"CT","09160298300","2,163","15.8","10.6","22.3","32.0","40.4","9.5","27.5","3.4"
"CT","09160298400","2,208","16.0","9.1","19.8","31.0","40.6","8.9","26.4","3.0"
"CT","09160300100","2,211","14.2","9.7","22.5","34.3","42.7","10.3","27.0","3.6"
"CT","09160300400","1,778","16.3","7.8","18.3","29.3","38.8","8.2","25.5","2.8"
"CT","09160300500","2,870","15.1","9.4","21.4","32.0","41.1","9.3","25.9","3.3"
"CT","09160303100","1,874","16.0","9.4","20.5","31.1","40.4","9.0","26.3","3.1"
"CT","09160306100","5,413","16.7","8.4","18.5","29.2","39.3","8.2","25.6","2.8"
"CT","09160310100","3,382","15.9","12.8","26.9","29.8","37.7","9.7","29.0","3.3"
"CT","09160310200","2,203","16.1","14.3","29.6","30.5","36.7","10.6","31.8","3.5"
"CT","09160310300","1,438","15.5","18.6","35.0","32.2","36.9","12.0","35.3","3.9"
"CT","09160310400","2,139","15.5","11.4","24.6","32.4","40.1","9.9","28.3","3.5"
"CT","09160310500","1,553","14.3","12.8","28.3","34.9","41.5","11.3","28.6","4.2"
"CT","09160310601","2,787","15.8","11.1","23.4","30.5","39.0","9.5","28.0","3.2"
"CT","09160310602","3,729","14.5","11.6","26.3","34.5","41.3","10.8","28.4","3.9"
"CT","09160310700","3,716","15.0","12.5","26.1","33.6","40.6","10.9","29.6","3.7"
"CT","09160310801","1,891","15.7","17.7","32.9","31.4","37.0","11.4","33.7","3.8"
"CT","09160310803","3,927","15.0","15.7","31.1","33.7","39.6","11.8","31.8","4.2"
"CT","09160310804","2,201","14.4","13.6","30.4","34.0","40.0","11.7","31.2","4.1"
"CT","09160320101","1,133","15.2","15.6","31.2","34.2","39.1","12.0","33.0","4.2"
"CT","09160320102","3,786","15.9","12.9","25.6","32.0","39.3","10.2","29.5","3.5"
"CT","09160320200","3,634","15.6","10.9","22.9","32.4","40.7","9.9","28.0","3.4"
"CT","09160330100","1,554","16.5","10.6","21.1","34.1","42.9","10.4","29.9","3.1"
"CT","09160410101","4,124","17.9","8.7","17.8","30.0","40.1","8.7","28.5","2.5"
"CT","09160410102","3,300","17.6","9.9","19.3","30.8","40.3","9.2","29.6","2.7"
"CT","09160425601","1,329","14.4","9.7","21.6","34.4","42.7","10.6","28.0","3.6"
"CT","09160425602","898","14.0","10.8","23.8","35.8","42.5","11.3","29.3","3.9"
"CT","09170140101","1,236","18.4","6.6","18.0","15.3","23.2","3.6","24.7","1.0"
"CT","09170140102","2,332","16.7","8.6","21.6","23.7","29.4","6.9","31.7","1.8"
"CT","09170140200","504","5.9","14.7","49.6","61.1","52.5","26.2","39.4","11.0"
"CT","09170140300","2,029","12.9","16.5","40.6","33.8","34.6","14.0","41.6","3.8"
"CT","09170140400","2,516","13.6","13.2","34.8","33.2","36.0","12.8","39.6","3.4"
"CT","09170140500","2,557","12.8","17.4","44.0","35.8","35.8","15.7","45.2","4.2"
"CT","09170140600","3,371","11.7","20.7","48.1","40.3","36.8","18.1","48.1","5.2"
"CT","09170140700","3,404","13.6","18.3","38.6","33.2","31.3","12.2","42.3","3.7"
"CT","09170140800","2,899","10.8","23.7","48.5","44.3","37.5","19.4","49.9","6.2"
"CT","09170140900","3,387","12.7","18.8","39.4","38.9","34.8","15.0","46.2","4.4"
"CT","09170141000","3,144","15.6","7.1","18.7","30.0","36.5","8.3","31.0","2.4"
"CT","09170141100","2,266","13.3","7.6","22.2","35.7","38.1","10.8","33.9","3.2"
"CT","09170141200","3,425","12.2","15.8","35.9","38.1","35.3","13.8","43.0","4.2"
"CT","09170141301","5,140","13.9","14.7","35.5","30.2","29.3","10.9","39.7","3.5"
"CT","09170141400","3,710","13.0","13.0","31.4","37.0","34.7","12.7","40.5","3.9"
"CT","09170141500","5,345","11.5","15.3","36.8","40.5","34.4","15.0","45.0","4.6"
"CT","09170141600","4,114","12.7","15.5","36.8","39.4","34.8","15.1","43.4","4.7"
"CT","09170141800","3,780","16.7","6.1","18.0","21.4","28.1","5.8","26.5","1.6"
"CT","09170141900","4,806","19.2","6.5","16.1","19.3","28.1","4.6","26.8","1.4"
"CT","09170142000","3,239","18.1","7.2","18.5","20.7","28.1","5.4","28.1","1.6"
"CT","09170142100","934","15.1","16.6","35.0","30.3","31.9","10.6","41.5","3.0"
"CT","09170142200","1,564","18.4","8.4","19.4","24.8","31.5","6.7","30.7","2.0"
"CT","09170142300","3,825","13.2","16.7","43.6","34.6","36.5","15.4","44.0","4.0"
"CT","09170142400","4,062","14.2","15.0","39.7","30.9","33.7","12.5","41.6","3.1"
"CT","09170142500","4,237","13.4","13.7","37.6","34.2","36.0","13.7","41.8","3.7"
"CT","09170142601","4,332","13.4","13.9","34.5","33.9","35.8","12.5","40.0","3.5"
"CT","09170142604","2,293","12.9","15.4","37.5","37.6","38.5","14.5","42.0","4.1"
"CT","09170142605","3,359","9.3","18.7","46.3","49.0","46.0","21.8","44.2","7.1"
"CT","09170142700","4,864","13.7","16.0","38.3","33.7","35.8","13.3","42.1","3.6"
"CT","09170142800","3,858","15.1","9.8","24.0","32.0","39.1","9.4","31.7","3.0"
"CT","09170150100","3,804","16.4","9.1","20.9","30.2","38.2","8.3","30.3","2.7"
"CT","09170150200","2,795","15.2","9.7","22.6","30.5","38.3","8.9","30.1","2.8"
"CT","09170150300","3,279","15.4","9.6","22.6","32.0","39.6","9.1","30.9","2.9"
"CT","09170150400","3,483","15.0","9.6","22.9","32.9","40.0","9.5","31.6","3.0"
"CT","09170150500","3,450","15.8","8.5","20.1","31.1","39.5","8.5","29.9","2.7"
"CT","09170150600","5,374","14.4","9.0","22.3","33.1","40.8","9.5","29.6","3.1"
"CT","09170150700","3,470","15.9","8.6","20.3","30.9","39.3","8.6","29.9","2.7"
"CT","09170150800","3,219","14.5","8.3","21.5","33.1","41.1","9.1","28.7","3.1"
"CT","09170150900","3,219","15.5","8.8","20.8","32.1","40.3","8.8","30.1","2.9"
"CT","09170151000","3,520","14.8","8.7","21.4","33.3","41.2","9.2","29.9","3.0"
"CT","09170151100","5,354","15.8","8.5","19.9","31.3","40.0","8.6","29.8","2.7"
"CT","09170151200","2,577","14.8","9.0","21.6","33.4","41.2","9.4","30.3","3.0"
"CT","09170154101","2,417","14.0","11.6","29.7","33.1","35.6","11.5","37.3","3.2"
"CT","09170154102","3,847","13.2","11.5","29.3","36.2","37.6","12.2","37.2","3.6"
"CT","09170154200","5,136","12.9","13.2","32.7","35.1","36.8","12.5","37.9","3.6"
"CT","09170154500","3,711","13.9","14.8","34.3","34.8","37.3","12.8","39.6","3.7"
"CT","09170154600","3,485","14.1","13.5","31.3","34.6","37.6","12.0","37.1","3.6"
"CT","09170154700","5,214","14.3","10.8","25.2","35.2","41.5","10.5","32.1","3.5"
"CT","09170154800","4,140","14.9","10.0","23.4","33.8","40.7","9.7","31.7","3.2"
"CT","09170154900","3,177","13.2","13.8","31.8","38.0","41.0","13.2","37.0","4.2"
"CT","09170155000","4,249","15.1","13.6","30.6","32.0","37.0","10.6","35.7","3.2"
"CT","09170155100","2,856","14.2","11.5","27.8","34.7","39.9","11.1","34.4","3.5"
"CT","09170157100","2,086","12.6","8.3","23.8","36.6","43.5","10.4","28.1","3.6"
"CT","09170157200","3,049","14.9","7.5","19.5","31.7","40.7","8.6","27.5","2.7"
"CT","09170157300","2,818","14.0","7.0","19.4","33.1","42.1","9.0","27.2","2.9"
"CT","09170157400","3,286","15.2","7.0","18.3","30.9","40.0","8.3","27.6","2.6"
"CT","09170160100","2,679","14.8","5.7","16.2","30.2","40.5","8.0","26.6","2.3"
"CT","09170160200","4,290","13.5","6.5","19.1","33.1","42.0","9.2","26.9","2.8"
"CT","09170161100","4,255","15.6","8.2","19.2","31.5","40.7","8.5","28.6","2.7"
"CT","09170165100","3,160","13.3","11.4","28.8","35.4","38.8","11.7","35.6","3.5"
"CT","09170165200","2,068","14.4","6.3","17.5","31.9","40.9","8.4","28.0","2.6"
"CT","09170165300","1,795","16.1","6.8","17.0","29.5","38.5","7.7","29.3","2.4"
"CT","09170165400","4,663","12.3","8.4","25.2","37.6","41.1","11.1","31.3","3.8"
"CT","09170165500","3,730","12.2","14.5","34.6","39.2","36.2","14.2","42.1","4.2"
"CT","09170165600","4,610","12.9","14.1","32.6","37.5","37.0","13.2","40.8","3.9"
"CT","09170165700","3,673","14.7","10.2","25.7","31.5","33.4","9.8","35.5","2.9"
"CT","09170165801","4,531","13.5","9.4","25.0","32.8","36.9","10.2","32.8","3.1"
"CT","09170165802","3,337","13.6","9.3","24.1","35.5","40.0","10.8","33.0","3.3"
"CT","09170165900","6,929","15.8","7.5","19.8","29.3","36.7","8.1","27.9","2.6"
"CT","09170166002","6,339","17.4","7.2","20.2","24.5","30.9","6.8","26.4","2.4"
"CT","09170166003","2,096","13.4","10.2","26.1","35.7","40.8","10.9","32.2","3.6"
"CT","09170166004","3,727","15.6","8.1","22.0","28.5","34.1","8.2","30.1","2.6"
"CT","09170167101","3,157","14.4","8.2","21.3","34.3","41.2","9.8","30.3","3.1"
"CT","09170167102","3,366","15.2","5.9","16.5","30.3","39.9","7.8","27.0","2.4"
"CT","09170167201","3,437","14.9","8.4","21.4","32.7","40.3","8.8","29.0","3.0"
"CT","09170167202","3,666","14.0","10.1","25.4","35.3","41.8","10.1","29.8","3.6"
"CT","09170167301","6,145","15.0","10.5","23.7","33.2","40.5","9.7","30.8","3.1"
"CT","09170170100","1,151","12.3","22.6","50.2","37.0","36.6","17.2","48.0","4.7"
"CT","09170170200","1,368","14.4","17.2","41.3","31.9","35.4","12.9","41.2","3.6"
"CT","09170170300","1,753","14.2","16.3","41.2","32.7","35.7","13.7","42.5","3.6"
"CT","09170170400","1,378","15.1","13.3","30.3","32.4","37.2","11.2","37.3","3.2"
"CT","09170170500","4,371","15.6","10.4","23.9","32.1","39.3","9.4","32.1","3.0"
"CT","09170170600","2,015","13.7","13.0","31.4","35.6","40.6","12.3","36.2","3.8"
"CT","09170170700","2,016","15.1","12.4","30.7","31.1","36.2","10.6","36.9","3.0"
"CT","09170170800","4,651","14.3","14.0","32.6","34.8","39.2","12.3","37.7","3.7"
"CT","09170170900","2,087","12.4","17.9","43.9","39.2","40.3","17.1","43.4","4.9"
"CT","09170171000","1,548","12.8","18.9","44.5","38.3","39.4","17.3","45.0","4.6"
"CT","09170171100","4,535","15.1","11.7","27.4","32.6","38.3","10.5","34.8","3.2"
"CT","09170171201","3,860","14.9","9.3","22.7","32.7","40.1","9.5","31.1","3.0"
"CT","09170171202","2,912","14.6","11.7","27.9","34.5","40.0","10.6","33.2","3.6"
"CT","09170171300","2,644","14.7","14.5","33.3","33.8","38.1","12.0","38.4","3.5"
"CT","09170171400","1,522","13.6","16.0","40.3","34.3","37.9","14.4","41.6","3.8"
"CT","09170171500","2,591","14.6","14.1","36.1","31.4","35.3","12.0","39.8","3.1"
"CT","09170171600","3,967","14.5","13.6","31.3","34.0","38.4","11.4","36.2","3.5"
"CT","09170171700","3,172","15.0","10.2","24.6","33.3","40.3","9.9","31.8","3.1"
"CT","09170175100","2,662","17.1","9.9","22.7","28.0","35.4","8.2","31.9","2.5"
"CT","09170175200","1,982","17.6","9.8","22.0","26.8","34.6","7.7","32.4","2.3"
"CT","09170175300","3,394","15.6","11.4","24.8","31.9","39.2","9.3","32.0","3.0"
"CT","09170175400","3,586","16.3","13.5","28.7","29.6","36.9","9.5","33.2","2.9"
"CT","09170175501","1,166","15.5","8.8","19.8","32.6","41.5","8.8","29.7","2.8"
"CT","09170175502","5,423","13.0","8.8","24.9","37.1","42.8","10.3","29.0","3.9"
"CT","09170175600","4,211","15.7","10.3","23.1","32.1","39.7","9.0","30.5","3.0"
"CT","09170175700","1,570","15.9","10.4","22.3","31.8","39.5","9.1","31.6","2.9"
"CT","09170175800","3,278","15.6","8.6","19.9","31.3","40.2","8.7","29.3","2.7"
"CT","09170175900","4,082","14.2","10.3","24.9","35.8","41.8","10.5","31.7","3.6"
"CT","09170176000","4,902","15.0","8.7","20.4","33.4","41.7","9.2","30.0","2.9"
"CT","09170180101","1,827","14.6","9.0","22.7","34.2","41.5","9.4","30.1","3.2"
"CT","09170180102","3,475","14.4","12.4","28.0","35.9","41.5","10.9","33.2","3.7"
"CT","09170180200","4,626","15.6","11.2","26.6","30.7","37.5","9.4","32.9","2.9"
"CT","09170180300","1,991","14.0","12.9","30.4","35.7","40.3","11.6","35.3","3.8"
"CT","09170180400","2,160","13.3","13.6","32.0","36.6","41.7","12.3","34.1","4.0"
"CT","09170180500","3,666","14.3","12.7","29.1","34.2","39.7","11.1","34.5","3.5"
"CT","09170180601","2,537","15.2","11.3","25.8","33.6","40.2","9.7","32.2","3.3"
"CT","09170180602","3,011","14.8","11.4","25.9","34.8","41.0","10.6","32.9","3.4"
"CT","09170184101","4,557","14.2","11.4","26.7","35.7","40.9","10.9","33.2","3.7"
"CT","09170184200","3,588","14.9","10.3","23.8","31.3","38.7","9.5","31.4","2.9"
"CT","09170184300","3,787","12.5","9.5","25.1","38.3","44.5","11.1","30.3","4.0"
"CT","09170184400","2,868","13.5","7.7","20.2","36.2","44.4","9.8","29.2","3.3"
"CT","09170184500","2,122","14.5","7.3","19.0","33.4","42.2","8.8","28.3","2.9"
"CT","09170184600","2,311","14.4","6.4","17.2","33.4","43.1","8.6","27.8","2.7"
"CT","09170184700","4,982","14.8","8.8","21.4","32.8","40.9","9.2","29.8","2.9"
"CT","09170186100","5,639","15.1","10.1","23.5","34.0","40.9","9.4","30.7","3.3"
"CT","09170186200","5,446","15.6","10.2","22.5","33.0","40.7","9.2","30.7","3.0"
"CT","09170190100","2,737","13.3","7.8","21.2","36.6","44.1","10.0","29.3","3.4"
"CT","09170190200","2,863","13.0","6.7","19.3","35.8","44.3","9.6","27.7","3.2"
"CT","09170190301","5,064","14.9","8.1","19.5","32.8","41.6","8.9","29.0","2.8"
"CT","09170190302","4,280","14.4","8.2","20.4","34.5","42.4","9.6","30.1","3.1"
"CT","09170190303","2,673","15.0","9.3","21.2","33.8","41.6","9.6","31.0","3.0"
"CT","09170194101","1,735","12.4","6.5","19.7","37.4","45.6","9.8","27.5","3.4"
"CT","09170194102","2,544","13.1","5.7","17.7","35.6","44.7","9.1","26.9","3.0"
"CT","09170194201","5,890","15.6","6.3","16.6","30.7","40.6","7.9","27.6","2.5"
"CT","09170194202","4,001","15.2","6.3","16.9","31.6","41.3","8.1","27.5","2.6"
"CT","09170361401","4,377","17.6","6.5","20.1","16.0","21.9","4.1","24.2","1.2"
"CT","09170361402","4,101","18.8","5.5","18.9","10.3","16.0","1.8","20.9","0.6"
"CT","09170361500","6,884","15.4","11.6","30.2","26.9","29.0","9.3","34.8","2.8"
"CT","09180690300","5,099","13.7","15.4","38.5","37.2","34.4","13.7","41.0","4.0"
"CT","09180690400","1,677","13.3","17.7","42.9","38.2","34.3","15.4","43.8","4.4"
"CT","09180690500","2,351","13.9","15.2","35.8","38.7","35.2","13.9","40.7","4.2"
"CT","09180690700","1,106","14.7","13.8","33.0","36.5","33.2","12.3","40.4","3.7"
"CT","09180690800","2,708","15.5","10.5","27.8","33.8","34.2","10.5","35.3","3.1"
"CT","09180690900","4,345","15.9","7.5","21.1","31.9","34.3","8.4","29.5","2.8"
"CT","09180693300","4,717","14.7","8.0","21.4","35.4","38.6","9.0","28.8","3.1"
"CT","09180693400","3,514","13.8","10.6","27.5","38.1","38.7","11.1","32.2","3.8"
"CT","09180693500","2,851","14.3","8.6","22.5","37.2","39.4","10.0","30.4","3.4"
"CT","09180693600","2,266","15.3","11.1","25.6","35.0","37.1","9.8","32.0","3.3"
"CT","09180693700","2,619","15.5","7.7","20.7","33.6","37.0","8.6","28.6","2.9"
"CT","09180695201","4,079","15.0","10.8","25.6","37.0","38.1","10.4","32.4","3.6"
"CT","09180695202","4,623","16.5","9.9","22.6","32.9","36.1","8.6","30.7","2.9"
"CT","09180696100","4,022","15.1","13.0","29.4","35.7","35.6","10.6","35.2","3.6"
"CT","09180696200","4,016","15.3","9.7","24.1","34.2","36.8","9.3","30.3","3.1"
"CT","09180696300","2,246","14.3","9.8","25.0","37.0","38.5","10.2","31.4","3.6"
"CT","09180696401","4,537","13.8","15.9","36.2","37.5","34.7","12.9","39.9","4.1"
"CT","09180696500","2,425","15.3","11.7","27.3","34.8","35.5","10.2","33.4","3.4"
"CT","09180696600","3,023","13.8","11.1","28.2","35.3","37.3","10.8","31.0","3.3"
"CT","09180696701","4,550","12.7","17.8","39.3","40.0","37.4","15.1","39.2","4.6"
"CT","09180696800","3,133","14.8","14.0","32.7","33.5","32.3","11.1","37.2","3.3"
"CT","09180697000","3,735","14.2","14.0","32.8","36.3","36.1","11.9","34.8","3.9"
"CT","09180700100","3,892","15.5","9.8","22.7","35.3","37.8","9.4","30.8","3.2"
"CT","09180701100","6,211","16.3","9.4","22.0","32.6","35.4","8.6","30.6","2.8"
"CT","09180701200","5,677","16.1","9.6","22.7","33.6","35.9","9.0","31.4","3.0"
"CT","09180702100","3,641","15.6","8.8","21.9","33.9","36.9","9.0","29.7","3.0"
"CT","09180702300","1,897","17.2","8.7","22.6","29.3","31.8","7.5","29.0","2.7"
"CT","09180702400","2,817","16.9","9.8","23.0","31.0","33.4","8.5","31.7","2.7"
"CT","09180702500","3,469","14.6","15.1","34.4","33.6","32.9","11.1","37.5","3.5"
"CT","09180702600","979","14.1","6.3","19.1","36.4","40.2","9.0","27.6","3.1"
"CT","09180702700","4,176","15.1","9.7","26.2","34.7","35.5","9.9","30.5","3.5"
"CT","09180702800","3,129","14.7","11.3","27.3","35.0","36.5","10.4","32.5","3.4"
"CT","09180702900","2,079","13.0","5.4","18.2","38.3","41.8","9.3","26.7","3.2"
"CT","09180703000","3,201","14.3","5.8","18.0","35.9","40.0","8.6","26.8","3.0"
"CT","09180705101","3,408","16.0","8.4","20.5","33.2","37.1","8.3","29.1","2.8"
"CT","09180705102","3,366","15.3","11.2","25.2","36.0","37.4","9.9","32.6","3.5"
"CT","09180705200","2,945","13.0","7.0","20.5","39.6","42.1","10.2","29.2","3.5"
"CT","09180705300","3,304","12.4","5.8","20.5","39.8","41.8","9.6","26.0","3.7"
"CT","09180705400","2,302","15.2","7.5","19.4","35.5","39.2","9.0","29.3","3.0"
"CT","09180707100","4,133","15.5","9.8","22.5","35.8","38.3","9.5","31.1","3.2"
"CT","09180709100","4,794","16.1","11.1","23.7","35.0","37.5","9.3","31.9","3.2"
"CT","09180709200","4,255","15.7","14.3","29.2","35.1","35.8","10.3","34.5","3.5"
"CT","09180710100","3,376","15.5","12.1","26.2","36.7","38.0","10.2","32.9","3.5"
"CT","09180711100","2,324","15.8","13.2","27.1","35.4","36.8","10.0","33.5","3.5"
"CT","09180712100","1,531","15.2","10.7","24.9","36.7","38.3","10.0","31.7","3.5"
"CT","09180713100","2,042","15.3","10.6","24.5","36.9","38.2","10.0","32.1","3.5"
"CT","09180714101","3,059","15.8","10.0","24.0","34.3","36.3","9.1","31.1","3.2"
"CT","09180714103","5,499","17.2","8.7","19.6","30.9","35.1","7.7","30.1","2.5"
"CT","09180714104","3,733","16.0","7.7","19.6","32.9","36.8","8.3","29.2","2.8"
"CT","09180715100","3,334","16.8","8.0","19.0","31.8","35.8","8.0","29.7","2.6"
"CT","09180716101","4,190","14.0","9.1","24.1","34.0","36.5","9.1","30.4","3.2"
"CT","09180716102","4,407","15.0","7.9","20.7","33.2","37.2","8.8","28.6","2.8"
"CT","09180800300","5,051","15.5","14.8","37.2","27.8","28.9","10.5","35.9","3.1"
"CT","09180800400","3,147","15.1","14.4","35.2","34.9","36.8","12.7","36.9","3.7"
"CT","09180800501","2,952","13.1","15.3","38.3","40.2","39.3","14.9","38.6","4.8"
"CT","09180800502","2,616","15.4","12.7","27.8","37.0","39.7","11.2","33.2","3.6"
"CT","09180800600","3,117","15.6","17.9","43.3","32.3","32.6","13.7","43.1","3.3"
"CT","09180800700","2,758","15.6","10.6","29.3","30.7","34.0","10.5","32.9","2.9"
"CT","09180870100","5,773","16.1","10.0","22.5","34.4","37.2","9.1","31.5","3.1"
"CT","09180870200","4,074","18.8","11.2","24.2","26.0","27.9","6.7","33.1","2.2"
"CT","09180870300","4,898","17.2","10.9","29.6","24.5","25.4","7.9","32.9","2.3"
"CT","09180870501","3,496","13.7","11.1","28.6","36.2","37.7","11.2","30.5","3.6"
"CT","09180870502","2,858","17.7","14.2","28.9","34.4","32.9","9.7","36.2","3.2"
"CT","09180870701","1,737","13.0","6.7","21.2","38.0","40.8","9.6","27.5","3.4"
"CT","09180870703","1,495","13.5","7.5","21.4","37.7","40.6","9.7","28.8","3.3"
"CT","09180870704","3,607","13.7","6.9","20.4","37.4","40.6","9.3","28.1","3.3"
"CT","09180980000","1,780","28.2","11.1","19.7","15.7","17.1","2.3","28.4","0.9"
"CT","09190010101","3,467","15.5","5.8","17.6","29.9","41.4","7.8","20.8","2.8"
"CT","09190010102","3,195","16.3","5.3","15.9","27.5","40.0","7.2","20.5","2.4"
"CT","09190010201","2,529","15.8","6.4","19.1","28.7","40.2","8.0","21.3","2.8"
"CT","09190010202","4,360","16.1","6.4","17.9","27.8","39.5","7.7","22.1","2.5"
"CT","09190010300","3,227","17.1","5.0","14.4","26.0","38.7","6.5","20.5","2.2"
"CT","09190010400","4,521","16.1","7.4","19.8","28.4","39.2","8.0","23.2","2.7"
"CT","09190010500","5,239","15.2","10.1","26.3","30.0","38.7","10.1","27.1","3.2"
"CT","09190010600","1,667","14.5","5.4","18.6","30.5","41.1","8.5","22.0","2.9"
"CT","09190010700","2,928","12.9","9.2","26.7","35.7","43.3","11.7","25.7","4.1"
"CT","09190010800","2,299","16.3","6.9","18.1","27.8","39.3","7.6","22.6","2.6"
"CT","09190010900","3,835","15.9","6.1","17.7","26.9","39.0","7.4","21.5","2.4"
"CT","09190011000","3,810","17.2","5.5","15.3","26.2","38.6","6.8","21.5","2.2"
"CT","09190011100","3,346","17.7","5.3","14.9","25.2","37.8","6.4","21.0","2.1"
"CT","09190011200","1,343","15.5","5.6","17.1","30.0","41.2","8.0","21.3","2.8"
"CT","09190011300","2,173","16.1","8.5","23.3","27.8","38.2","8.7","25.3","2.8"
"CT","09190020101","2,603","18.4","7.4","20.8","20.8","29.1","5.9","22.3","2.0"
"CT","09190020102","3,661","18.3","7.0","20.2","23.5","31.9","7.0","22.7","2.3"
"CT","09190020200","3,048","16.4","5.3","15.8","28.3","40.4","7.4","21.2","2.5"
"CT","09190020301","3,099","16.1","6.7","18.1","28.9","40.3","8.0","22.2","2.7"
"CT","09190020302","2,709","15.2","6.6","18.7","31.1","41.7","8.7","22.8","3.0"
"CT","09190020400","2,860","15.8","7.3","19.4","29.5","40.7","8.3","22.4","2.9"
"CT","09190020500","3,839","14.8","7.4","20.8","31.3","41.5","8.8","22.4","3.2"
"CT","09190020600","3,798","16.4","6.8","18.9","27.1","38.4","7.7","22.1","2.5"
"CT","09190020700","3,367","15.8","7.0","19.3","30.1","40.9","8.3","22.5","2.9"
"CT","09190020800","2,246","16.8","6.5","17.6","27.7","39.2","7.5","22.0","2.5"
"CT","09190020900","4,185","16.2","10.7","26.0","28.9","36.9","9.4","27.8","3.0"
"CT","09190021000","2,741","16.8","7.6","20.6","27.5","37.4","8.0","24.4","2.6"
"CT","09190021100","5,133","16.2","10.7","26.6","27.9","36.6","9.3","26.9","3.0"
"CT","09190021200","3,484","15.3","7.5","20.7","29.4","39.7","8.6","23.2","2.9"
"CT","09190021300","3,819","16.2","8.5","23.9","27.2","36.2","8.6","25.1","2.6"
"CT","09190021401","2,196","15.2","12.6","35.6","29.1","34.5","11.8","33.2","3.2"
"CT","09190021402","2,993","12.4","12.3","36.0","36.1","38.7","13.1","31.2","4.8"
"CT","09190021501","2,818","15.7","12.5","34.2","28.3","33.3","10.8","32.0","3.1"
"CT","09190021502","2,092","14.8","13.7","37.3","29.8","34.5","11.8","32.2","3.6"
"CT","09190021601","3,053","17.7","8.8","23.0","23.7","32.0","7.4","25.6","2.2"
"CT","09190021602","3,692","16.6","5.9","18.9","21.3","31.1","5.8","20.2","1.9"
"CT","09190021701","2,737","15.9","10.1","27.4","26.9","34.0","9.2","27.0","2.9"
"CT","09190021702","4,232","17.6","7.2","20.3","22.5","30.7","6.7","23.5","2.1"
"CT","09190021801","3,809","15.3","9.5","26.2","28.8","37.1","9.6","26.4","3.0"
"CT","09190021802","4,056","14.7","10.9","30.4","31.0","37.5","11.1","29.2","3.5"
"CT","09190021900","5,033","17.0","8.4","23.8","26.2","35.6","8.4","26.3","2.5"
"CT","09190022000","2,407","16.0","10.1","27.1","28.5","36.0","9.9","29.0","2.9"
"CT","09190022101","2,588","14.9","13.6","38.5","29.3","35.3","12.5","32.7","3.5"
"CT","09190022102","3,170","15.9","9.1","27.3","28.6","37.3","9.5","26.5","3.1"
"CT","09190022201","2,585","20.0","8.9","22.3","19.7","28.0","5.9","26.3","1.7"
"CT","09190022202","3,850","20.9","8.6","20.5","19.3","28.6","5.4","24.7","1.6"
"CT","09190022300","4,949","17.2","8.4","24.6","25.7","33.5","8.2","26.7","2.5"
"CT","09190022400","1,863","17.0","6.0","16.3","27.6","39.6","7.2","22.2","2.4"
"CT","09190030100","2,579","18.4","4.9","13.7","24.4","37.2","6.0","20.7","2.0"
"CT","09190030200","2,289","18.0","5.0","14.0","24.7","37.4","6.1","20.9","2.0"
"CT","09190030300","3,073","17.7","5.1","14.3","25.7","38.4","6.4","21.2","2.1"
"CT","09190030400","2,753","16.7","6.3","17.3","26.6","38.2","7.1","22.0","2.4"
"CT","09190030500","3,974","18.1","6.3","15.6","24.7","36.7","6.4","22.4","2.1"
"CT","09190035101","2,679","15.7","6.8","18.9","28.3","39.3","7.8","22.5","2.7"
"CT","09190035102","3,086","16.0","6.0","16.7","29.0","40.6","7.4","21.6","2.7"
"CT","09190035200","2,355","17.6","5.7","15.0","26.2","39.0","6.7","21.3","2.2"
"CT","09190035300","2,845","17.2","5.5","15.2","26.2","38.6","6.5","20.8","2.3"
"CT","09190035400","3,609","17.4","5.5","15.0","25.7","38.6","6.6","21.1","2.2"
"CT","09190042500","3,021","15.9","6.9","18.9","29.9","40.7","8.0","22.5","2.9"
"CT","09190042600","3,344","15.3","8.7","22.8","31.4","40.5","9.3","25.0","3.2"
"CT","09190042700","4,665","16.4","9.2","23.4","27.5","36.4","8.3","25.3","2.8"
"CT","09190042800","3,823","15.5","9.2","24.4","31.0","39.5","9.7","26.1","3.3"
"CT","09190042900","1,340","16.2","5.7","16.5","28.5","40.6","7.5","21.5","2.5"
